No,No2,Family,Cone,Cross,popcross,Mom,Dad,RegionCross2,RegionCross,Breed,StartPos,Rack,DevicePos,DeviceNo,PlugPosition,IndID,ColEnd,ColEndCor,GreyCorrectionScore,GreyCorrectionScoreDif
146,50,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A6,2,5,78,2,2.5.2.1,136.992,141.202,177,4.21
147,50,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A6,2,5,78,2,2.5.2.2,135.202,139.412,177,4.21
148,50,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A6,2,5,78,2,2.5.2.3,131.845,136.055,177,4.21
149,51,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,F1,2,5,78,3,2.5.3,NA,NA,177,4.21
150,52,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C1,2,6,91,1,2.6.1.1,100.05,103.26,176,3.21
151,52,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C1,2,6,91,1,2.6.1.2,138.985,142.195,176,3.21
152,52,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C1,2,6,91,1,2.6.1.3,130.702,133.912,176,3.21
153,53,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A14,2,6,91,2,2.6.2.1,107.734,110.944,176,3.21
154,53,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A14,2,6,91,2,2.6.2.2,102.994,106.204,176,3.21
155,53,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A14,2,6,91,2,2.6.2.3,120.796,124.006,176,3.21
156,53,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A14,2,6,91,2,2.6.2.4,98.348,101.558,176,3.21
157,54,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B14,2,6,91,3,2.6.3.1,135.116,138.326,176,3.21
158,54,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B14,2,6,91,3,2.6.3.2,127.932,131.142,176,3.21
159,55,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,E15,2,7,73,1,2.7.1.1,136.573,138.783,175,2.21
160,55,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,E15,2,7,73,1,2.7.1.2,141.958,144.168,175,2.21
161,55,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,E15,2,7,73,1,2.7.1.3,144.23,146.44,175,2.21
162,56,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K9,2,7,73,2,2.7.2.1,107.336,109.546,175,2.21
163,56,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K9,2,7,73,2,2.7.2.2,109.009,111.219,175,2.21
164,56,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K9,2,7,73,2,2.7.2.3,110.516,112.726,175,2.21
165,56,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K9,2,7,73,2,2.7.2.4,129.034,131.244,175,2.21
166,56,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K9,2,7,73,2,2.7.2.5,116.092,118.302,175,2.21
167,56,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K9,2,7,73,2,2.7.2.6,138.763,140.973,175,2.21
168,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.1,129.226,131.436,175,2.21
169,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.2,122.591,124.801,175,2.21
170,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.3,138.953,141.163,175,2.21
171,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.4,122.494,124.704,175,2.21
172,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.5,117.97,120.18,175,2.21
173,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.6,128.907,131.117,175,2.21
174,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.7,127.791,130.001,175,2.21
175,58,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,I1,2,8,89,1,2.8.1.1,120.961,117.171,169,-3.79
176,59,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,A15,2,8,89,2,2.8.2,NA,NA,169,-3.79
177,60,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,I15,2,8,89,3,2.8.3.1,104.418,100.628,169,-3.79
178,60,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,I15,2,8,89,3,2.8.3.2,116.551,112.761,169,-3.79
179,61,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,B15,2,9,59,1,2.9.1,NA,NA,175,2.21
180,62,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B10,2,9,59,2,2.9.2.1,103.273,105.483,175,2.21
181,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.1,127.451,129.661,175,2.21
182,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.2,106.269,108.479,175,2.21
183,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.3,128.443,130.653,175,2.21
184,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.4,122.325,124.535,175,2.21
185,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.5,106.451,108.661,175,2.21
186,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.6,114.799,117.009,175,2.21
187,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.7,117.183,119.393,175,2.21
188,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.8,125.696,127.906,175,2.21
189,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.1,113.194,111.404,171,-1.79
190,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.2,130.921,129.131,171,-1.79
191,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.3,115.303,113.513,171,-1.79
192,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.4,125.846,124.056,171,-1.79
193,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.5,119.549,117.759,171,-1.79
194,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.6,110.679,108.889,171,-1.79
195,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.7,129.882,128.092,171,-1.79
196,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.8,121.438,119.648,171,-1.79
197,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.9,118.636,116.846,171,-1.79
198,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.10,118.373,116.583,171,-1.79
199,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.11,121.759,119.969,171,-1.79
200,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.12,115.691,113.901,171,-1.79
201,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.13,100.047,98.257,171,-1.79
202,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.14,107.134,105.344,171,-1.79
203,65,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A3,2,10,86,2,2.10.2.1,122.561,120.771,171,-1.79
204,65,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A3,2,10,86,2,2.10.2.2,125.749,123.959,171,-1.79
205,65,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A3,2,10,86,2,2.10.2.3,126.903,125.113,171,-1.79
206,65,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A3,2,10,86,2,2.10.2.4,116.714,114.924,171,-1.79
207,66,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B4,2,10,86,3,2.10.3,NA,NA,171,-1.79
208,67,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F15,2,11,87,1,2.11.1.1,115.467,115.677,173,0.21
209,67,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F15,2,11,87,1,2.11.1.2,126.156,126.366,173,0.21
210,67,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F15,2,11,87,1,2.11.1.3,118.897,119.107,173,0.21
211,67,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F15,2,11,87,1,2.11.1.4,111.981,112.191,173,0.21
212,67,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F15,2,11,87,1,2.11.1.5,111.355,111.565,173,0.21
213,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.1,144.136,144.346,173,0.21
214,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.2,121.359,121.569,173,0.21
215,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.3,125.51,125.72,173,0.21
216,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.4,115.867,116.077,173,0.21
217,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.5,121.704,121.914,173,0.21
218,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.6,128.973,129.183,173,0.21
219,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.7,135.95,136.16,173,0.21
220,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.8,116.04,116.25,173,0.21
221,69,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C9,2,11,87,3,2.11.3.1,114.938,115.148,173,0.21
222,69,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C9,2,11,87,3,2.11.3.2,132.538,132.748,173,0.21
223,70,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A9,2,12,53,1,2.12.1.1,105.241,110.451,178,5.21
224,70,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A9,2,12,53,1,2.12.1.2,115.25,120.46,178,5.21
225,70,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A9,2,12,53,1,2.12.1.3,108.298,113.508,178,5.21
226,70,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A9,2,12,53,1,2.12.1.4,108.588,113.798,178,5.21
227,70,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A9,2,12,53,1,2.12.1.5,129.041,134.251,178,5.21
228,71,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B11,2,12,53,2,2.12.2.1,149.917,155.127,178,5.21
229,71,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B11,2,12,53,2,2.12.2.2,134.723,139.933,178,5.21
230,71,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B11,2,12,53,2,2.12.2.3,124.072,129.282,178,5.21
231,71,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B11,2,12,53,2,2.12.2.4,118.959,124.169,178,5.21
232,72,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I14,2,12,53,3,2.12.3.1,101.224,106.434,178,5.21
233,72,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I14,2,12,53,3,2.12.3.2,109.993,115.203,178,5.21
234,72,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I14,2,12,53,3,2.12.3.3,131.217,136.427,178,5.21
235,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.1,134.085,132.295,171,-1.79
236,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.2,111.835,110.045,171,-1.79
237,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.3,106.158,104.368,171,-1.79
238,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.4,98.192,96.402,171,-1.79
239,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.5,116.825,115.035,171,-1.79
240,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.6,118.596,116.806,171,-1.79
241,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.7,134.721,132.931,171,-1.79
242,74,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D15,3,1,74,2,3.1.2.1,116.859,115.069,171,-1.79
243,74,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D15,3,1,74,2,3.1.2.2,120.606,118.816,171,-1.79
244,74,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D15,3,1,74,2,3.1.2.3,114.08,112.29,171,-1.79
245,75,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,J15,3,1,74,3,3.1.3.1,109.608,107.818,171,-1.79
246,75,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,J15,3,1,74,3,3.1.3.2,115.307,113.517,171,-1.79
247,76,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K1,3,2,97,1,3.2.1.1,136.988,137.198,173,0.21
248,76,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K1,3,2,97,1,3.2.1.2,109.915,110.125,173,0.21
249,76,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K1,3,2,97,1,3.2.1.3,125.868,126.078,173,0.21
250,76,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K1,3,2,97,1,3.2.1.4,120.833,121.043,173,0.21
251,77,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C15,3,2,97,2,3.2.2.1,124.857,125.067,173,0.21
252,77,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C15,3,2,97,2,3.2.2.2,119.622,119.832,173,0.21
253,77,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C15,3,2,97,2,3.2.2.3,109.655,109.865,173,0.21
254,78,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A5,3,2,97,3,3.2.3.1,101.434,101.644,173,0.21
255,78,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A5,3,2,97,3,3.2.3.2,88.843,89.053,173,0.21
256,78,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A5,3,2,97,3,3.2.3.3,99.911,100.121,173,0.21
257,78,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A5,3,2,97,3,3.2.3.4,141.173,141.383,173,0.21
258,78,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A5,3,2,97,3,3.2.3.5,137.65,137.86,173,0.21
259,79,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B14,3,3,90,1,3.3.1.1,133.196,138.406,178,5.21
260,79,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B14,3,3,90,1,3.3.1.2,141.227,146.437,178,5.21
261,80,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A8,3,3,90,2,3.3.2.1,108.616,113.826,178,5.21
262,81,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A4,3,3,90,3,3.3.3.1,136.134,141.344,178,5.21
263,81,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A4,3,3,90,3,3.3.3.2,140.391,145.601,178,5.21
264,81,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A4,3,3,90,3,3.3.3.3,132.89,138.1,178,5.21
265,81,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A4,3,3,90,3,3.3.3.4,142.936,148.146,178,5.21
266,82,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K8,3,4,67,1,3.4.1,NA,NA,176,3.21
267,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.1,130.538,133.748,176,3.21
268,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.2,107.647,110.857,176,3.21
269,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.3,115.789,118.999,176,3.21
270,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.4,109.445,112.655,176,3.21
271,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.5,90.586,93.796,176,3.21
272,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.6,84.934,88.144,176,3.21
273,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.7,112.77,115.98,176,3.21
274,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.8,89.346,92.556,176,3.21
275,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.9,95.309,98.519,176,3.21
276,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.10,78.088,81.298,176,3.21
277,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.11,107.503,110.713,176,3.21
278,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.12,104.217,107.427,176,3.21
279,84,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A3,3,4,67,3,3.4.3.1,118.763,121.973,176,3.21
280,84,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A3,3,4,67,3,3.4.3.2,109.863,113.073,176,3.21
281,84,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A3,3,4,67,3,3.4.3.3,126.339,129.549,176,3.21
282,85,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,E8,3,5,66,1,3.5.1,NA,NA,171,-1.79
283,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.1,129.23,127.44,171,-1.79
284,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.2,130.958,129.168,171,-1.79
285,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.3,125.853,124.063,171,-1.79
286,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.4,119.203,117.413,171,-1.79
287,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.5,134.491,132.701,171,-1.79
288,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.6,121.471,119.681,171,-1.79
289,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.7,130.078,128.288,171,-1.79
290,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.8,111.561,109.771,171,-1.79
291,87,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A12,3,5,66,3,3.5.3.1,155.21,153.42,171,-1.79
292,87,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A12,3,5,66,3,3.5.3.2,134.055,132.265,171,-1.79
293,87,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A12,3,5,66,3,3.5.3.3,123.988,122.198,171,-1.79
294,87,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A12,3,5,66,3,3.5.3.4,129.172,127.382,171,-1.79
